"","address","TAX.CLASS","TOTAL","CITY","Zip.Code","STATE","Violation_Count"
"14293","9310 KINGSLEY AVE","R038",9820.96,"BETHESDA","20814","MD",6
"14294","8003 CLOVERWOOD CT","R042",4526.38,"GAITHERSBURG","20879","MD",3
"14295","9837 LAKE SHORE DR","R042",3882.09,"MONTGOMERY VILLA","20886","MD",8
"14296","20100 HOB HILL WAY","R042",4018.72,"GAITHERSBURG","20886","MD",7
"14297","18001 ROYAL BONNET CIR","R042",3936.2,"GAITHERSBURG","20886","MD",6
"14298","19115 CANADIAN CT","R042",4051.5,"MONTGOMERY VILLA","20886","MD",4
"14299","9424 CHATTEROY PL","R042",4305.53,"MONTGOMERY VILLA","20886","MD",3
"14300","10263 COVE LEDGE CT","R042",3781.95,"MONTGOMERY VILLA","20886","MD",12
"14301","13105 VANDALIA DR","R038",4989.38,"ROCKVILLE","20853","MD",4
"14302","321 DUXBURY RD","R042",10757.49,"SILVER SPRING","20905","MD",3
"14303","1723 LOFT WAY","R042",7637.79,"SILVER SPRING","20904","MD",20
"14304","1711 LOFT WAY","R042",7308.55,"SILVER SPRING","20904","MD",10
"14305","2214 WASHINGTON AVE","R038",2828.9,"SILVER SPRING","20910","MD",16
"14306","2214 WASHINGTON AVE","R038",3692.3,"SILVER SPRING","20910","MD",16
"14307","2214 WASHINGTON AVE","R038",3519.62,"SILVER SPRING","20910","MD",16
"14308","19410 CHANDLEE MILL RD","R042",5848.38,"BROOKEVILLE","20833","MD",42
"14309","3344 GOLD MINE RD","R042",8041.03,"BROOKEVILLE","20833","MD",2
"14310","4407 ELM ST","R021",15845.88,"CHEVY CHASE","20815","MD",2
"14311","14868 DUFIEF DR","R053",8068.66,"NORTH POTOMAC","20878","MD",1
"14312","8660 FOUNTAIN VALLEY DR","R042",4111.55,"GAITHERSBURG","20886","MD",5
"14313","4612 BETTSWOOD DR","R042",6192.69,"OLNEY","20832","MD",1
"14314","18114 BEALLSVILLE RD","R042",4741.7,"POOLESVILLE","20837","MD",6
"14315","10013 BENTCROSS DR","R042",25151.17,"POTOMAC","20854","MD",1
"14316","14407 GAINES AVE","R038",7210.31,"ROCKVILLE","20853","MD",2
"14317","13015 ENGLISH TURN DR","R042",9503.08,"SILVER SPRING","20904","MD",4
"14318","27 LONG GREEN CT","R042",4139.97,"SILVER SPRING","20906","MD",2
"14319","11706 EDEN RD","R042",5791.28,"SILVER SPRING","20904","MD",4
"14320","4601 MERIVALE RD","R038",13035.13,"CHEVY CHASE","20815","MD",4
"14321","7413 TARFSIDE LN","R042",3844.23,"GAITHERSBURG","20879","MD",1
"14322","4512 GREAT OAK RD","R042",14655.03,"ROCKVILLE","20853","MD",2
"14323","509 LINCOLN ST","R050",4773.54,"ROCKVILLE","20850","MD",1
"14324","11616 GAIL ST","R038",4158.85,"SILVER SPRING","20902","MD",2
"14325","2005 POWDER MILL RD","R038",5879.62,"SILVER SPRING","20903","MD",2
"14326","2904 KINGSWELL DR","R038",4782.22,"SILVER SPRING","20902","MD",3
"14327","11737 HIGHVIEW AVE","R038",5492.45,"SILVER SPRING","20902","MD",2
"14328","2017 GLENALLAN AVE","R038",7983.54,"SILVER SPRING","20902","MD",1
"14329","9502 OLD GEORGETOWN RD","R038",9359.34,"BETHESDA","20814","MD",6
"14330","10233 OLD GEORGETOWN RD","R038",1066974.81,"BETHESDA","20814","MD",4
"14331","9852 SAILFISH TER","R042",3449.63,"MONTGOMERY VILLA","20886","MD",4
"14332","9864 BROOKRIDGE CT","R042",3204.39,"GAITHERSBURG","20886","MD",1
"14333","4605 STONELEIGH CT","R038",5946.03,"ROCKVILLE","20852","MD",3
"14334","809 SILVER SPRING AVE","R038",6896.92,"SILVER SPRING","20910","MD",1
"14335","5302 GLENWOOD RD","R038",20239.33,"BETHESDA","20814","MD",4
"14336","10223 DAY AVE","R038",9627.58,"KENSINGTON","20895","MD",9
"14337","2015 FRANWALL AVE","R038",6503.21,"WHEATON","20902","MD",9
"14338","2409 CHURCHILL RD","R038",5847.85,"SILVER SPRING","20902","MD",3
"14339","13337 MANOR STONE DR","R053",23495.76,"GERMANTOWN","20874","MD",1
"14340","13341 MANOR STONE DR","R053",15437.69,"GERMANTOWN","20874","MD",1
"14341","7008 WICK LN","R042",6312.77,"DERWOOD","20855","MD",6
"14342","10200 OLD GEORGETOWN RD","R038",1607.28,"BETHESDA","20817","MD",1
"14343","18817 LAKE PLACID LN","R042",8270.6,"GERMANTOWN","20874","MD",10
"14344","1920 BRISBANE ST","R038",8386.24,"SILVER SPRING","20902","MD",29
"14345","2921 RED LION LN","R042",5245.24,"SILVER SPRING","20904","MD",1
"14346","4412 RANDOLPH RD","R038",4353.91,"SILVER SPRING","20906","MD",2
"14347","24421 GALEANO WAY","R042",7010.41,"DAMASCUS","20872","MD",2
"14348","18711 CURRY POWDER LN","R042",3461.14,"GERMANTOWN","20874","MD",2
"14349","18733 CURRY POWDER LN","R042",3187.53,"GERMANTOWN","20874","MD",5
"14350","14624 BAUER DR","R038",2327.68,"ROCKVILLE","20853","MD",102
"14351","14624 BAUER DR","R038",2730.6,"ROCKVILLE","20853","MD",102
"14352","14624 BAUER DR","R038",2442.8,"ROCKVILLE","20853","MD",102
"14353","14624 BAUER DR","R038",1809.64,"ROCKVILLE","20853","MD",102
"14354","14202 BRAD DR","R038",6125.25,"ROCKVILLE","20853","MD",3
"14355","12315 JUDSON RD","R038",4332.1,"SILVER SPRING","20906","MD",2
"14356","2503 SHERATON ST","R038",4597.26,"SILVER SPRING","20906","MD",1
"14357","1120 NOTLEY RD","R042",675.67,"SILVER SPRING","20904","MD",1
"14358","1305 TUCKER LN","R042",4534.92,"ASHTON","20861","MD",7
"14359","6717 KENHILL RD","R038",11870.11,"BETHESDA","20817","MD",2
"14360","23500 FREDERICK RD","R042",1598.62,"CLARKSBURG","20871","MD",2
"14361","11504 ALDBURG WAY","R042",3770.06,"GERMANTOWN","20876","MD",2
"14362","20372 MILL POND TER","R042",8220.31,"GERMANTOWN","20876","MD",1
"14363","13017 ST CHARLES PL","R038",5393.45,"ROCKVILLE","20853","MD",30
"14364","3509 BROOKEPARK TER","R042",6734.89,"BROOKEVILLE","20833","MD",1
"14365","12002 ASHLEY DR","R038",5261.89,"ROCKVILLE","20852","MD",5
"14366","12901 PARKLAND DR","R038",5432.96,"ROCKVILLE","20853","MD",1
"14367","13305 PARKLAND DR","R038",6625.61,"ROCKVILLE","20853","MD",1
"14368","12613 NEWGATE RD","R053",10141.56,"ROCKVILLE","20850","MD",2
"14369","2310 HILDAROSE DR","R038",6274.13,"SILVER SPRING","20902","MD",1
"14370","7031 WILSON LN","R038",32708.95,"BETHESDA","20817","MD",7
"14371","22221 TRENTWORTH WAY","R042",6067.25,"CLARKSBURG","20871","MD",1
"14372","8815 LEONARD DR","R038",0,"SILVER SPRING","20910","MD",3
"14373","13603 SIR THOMAS WAY","R042",1970.01,"SILVER SPRING","20904","MD",28
"14374","13603 SIR THOMAS WAY","R042",2411.3,"SILVER SPRING","20904","MD",28
"14375","13603 SIR THOMAS WAY","R042",2123.5,"SILVER SPRING","20904","MD",28
"14376","13603 SIR THOMAS WAY","R042",2564.8,"SILVER SPRING","20904","MD",28
"14377","12705 BEXLEY TER","R042",6257.14,"SILVER SPRING","20904","MD",4
"14378","4507 CLEARFIELD RD","R038",4665.9,"SILVER SPRING","20906","MD",4
"14379","8211 STONE TRAIL DR","R042",11041.11,"BETHESDA","20817","MD",1
"14380","6302 E HALBERT RD","R038",22472.1,"BETHESDA","20817","MD",1
"14381","3505 WINDSOR PL","R022",15310.6,"CHEVY CHASE","20815","MD",1
"14382","9140 CENTERWAY RD","R042",3422.56,"GAITHERSBURG","20879","MD",5
"14383","13465 DEMETRIAS WAY","R042",3440.04,"GERMANTOWN","20874","MD",2
"14384","13469 DEMETRIAS WAY","R042",3083.15,"GERMANTOWN","20874","MD",3
"14385","13487 DEMETRIAS WAY","R042",3070.5,"GERMANTOWN","20874","MD",2
"14386","13493 DEMETRIAS WAY","R042",3408.94,"GERMANTOWN","20874","MD",2
"14387","13489 DEMETRIAS WAY","R042",3440.04,"GERMANTOWN","20874","MD",2
"14388","13467 DEMETRIAS WAY","R042",3426.22,"GERMANTOWN","20874","MD",2
"14389","13495 DEMETRIAS WAY","R042",3067.06,"GERMANTOWN","20874","MD",2
"14390","13535 DEMETRIAS WAY","R042",3632.28,"GERMANTOWN","20874","MD",2
"14391","13531 DEMETRIAS WAY","R042",3053.24,"GERMANTOWN","20874","MD",2
"14392","13461 DEMETRIAS WAY","R042",3343.34,"GERMANTOWN","20874","MD",2
"14393","13537 DEMETRIAS WAY","R042",3360.6,"GERMANTOWN","20874","MD",2
"14394","13533 DEMETRIAS WAY","R042",3593.13,"GERMANTOWN","20874","MD",3
"14395","13491 DEMETRIAS WAY","R042",3566.67,"GERMANTOWN","20874","MD",2
"14396","13539 DEMETRIAS WAY","R042",3070.5,"GERMANTOWN","20874","MD",2
"14397","13463 DEMETRIAS WAY","R042",3343.34,"GERMANTOWN","20874","MD",2
"14398","13459 DEMETRIAS WAY","R042",3343.34,"GERMANTOWN","20874","MD",2
"14399","19317 CLUB HOUSE RD","R042",1238.87,"GAITHERSBURG","20886","MD",33
"14400","19317 CLUB HOUSE RD","R042",1680.16,"GAITHERSBURG","20886","MD",33
"14401","19317 CLUB HOUSE RD","R042",1210.86,"GAITHERSBURG","20886","MD",33
"14402","19317 CLUB HOUSE RD","R042",1680.16,"MONTGOMERY VILLA","20886","MD",33
"14403","19317 CLUB HOUSE RD","R042",1392.36,"MONTGOMERY VILLA","20886","MD",33
"14404","19317 CLUB HOUSE RD","R042",1238.87,"MONTGOMERY VILLA","20886","MD",33
"14405","13428 KEATING ST","R038",5148.25,"ROCKVILLE","20853","MD",1
"14406","5105 YOSEMITE DR","R038",6661.69,"ROCKVILLE","20853","MD",1
"14407","3412 RANDOLPH RD","R038",5131.64,"WHEATON","20902","MD",10
"14408","10101 NEW HAMPSHIRE AVE","R038",191525.39,"SILVER SPRING","20903","MD",1
"14409","8215 ROANOKE AVE","R074",8385,"TAKOMA PARK","20912","MD",8
"14410","7504 GLENNON DR","R042",11746.7,"BETHESDA","20817","MD",4
"14411","15604 BLACKBERRY DR","R053",9000.84,"N POTOMAC","20878","MD",1
"14412","13457 DEMETRIAS WAY","R042",3053.24,"GERMANTOWN","20874","MD",2
"14413","13445 DEMETRIAS WAY","R042",3357.14,"GERMANTOWN","20874","MD",2
"14414","13443 DEMETRIAS WAY","R042",3117.7,"GERMANTOWN","20874","MD",2
"14415","13447 DEMETRIAS WAY","R042",3360.6,"GERMANTOWN","20874","MD",2
"14416","13455 DEMETRIAS WAY","R042",3083.15,"GERMANTOWN","20874","MD",2
"14417","13449 DEMETRIAS WAY","R042",3360.6,"GERMANTOWN","20874","MD",2
"14418","13451 DEMETRIAS WAY","R042",3387.08,"GERMANTOWN","20874","MD",2
"14419","7010 VEGA CT","R042",8413.61,"ROCKVILLE","20855","MD",3
"14420","1609 BRISBANE ST","R038",5868.03,"SILVER SPRING","20902","MD",10
"14421","8 MONTGOMERY AVE","R049",5437.15,"GAITHERSBURG","20912","MD",4
"14422","8 MONTGOMERY AVE","R074",16601.06,"TAKOMA PARK","20912","MD",4
"14423","8403 FLOWER AVE","R038",5881.55,"TAKOMA PARK","20912","MD",1
"14424","7613 ROYAL DOMINION DR","R038",13344.35,"BETHESDA","20817","MD",2
"14425","4229 RED MAPLE CT","R042",4327.61,"BURTONSVILLE","20866","MD",4
"14426","8509 HAWKINS CREAMERY RD","R042",4692.04,"GAITHERSBURG","20882","MD",4
"14427","14002 KINGSBROOK DR","R042",1554.12,"GERMANTOWN","20874","MD",9
"14428","2723 JENNINGS RD","R038",11242.71,"KENSINGTON","20895","MD",37
"14429","11905 SMOKETREE RD","R053",9442.84,"POTOMAC","20854","MD",6
"14430","13201 LOCKSLEY LN","R042",7011.39,"SILVER SPRING","20904","MD",3
"14431","3904 FERRARA DR","R038",4576.44,"SILVER SPRING","20906","MD",1
"14432","304 ELDRID DR","R042",6065.64,"SILVER SPRING","20904","MD",3
"14433","23111 ROBERTS TAVERN DR","R042",9102.47,"CLARKBURG","20871","MD",2
"14434","18310 POWHATAN CT","R042",4685,"GAITHERSBURG","20877","MD",4
"14435","19404 HAVEN WHITE CT","R042",8749.39,"GAITHERSBURG","20879","MD",2
"14436","11825 CHAREN LN","R053",13177.36,"ROCKVILLE","20854","MD",2
"14437","11815 CHAREN LN","R053",9415.63,"ROCKVILLE","20854","MD",1
"14438","11814 CHAREN LN","R053",12690.41,"POTOMAC","20854","MD",1
"14439","12312 OLD CANAL RD","R053",8683.47,"ROCKVILLE","20854","MD",1
"14440","11709 CHAREN LN","R053",8037.64,"POTOMAC","20854","MD",1
"14441","14137 FLINT ROCK RD","R038",6539.28,"ROCKVILLE","20853","MD",1
"14442","12606 DENLEY RD","R038",4621.05,"SILVER SPRING","20906","MD",40
"14443","11810 GRANDVIEW AVE","R038",5504.35,"SILVER SPRING","20902","MD",10
"14444","4100 HAVARD ST","R038",5561.52,"SILVER SPRING","20906","MD",1
"14445","5 MILL POND CT","R042",7001.21,"GERMANTOWN","20876","MD",2
"14446","19441 BRASSIE PL","R042",1430.73,"GAITHERSBURG","20886","MD",160
"14447","19441 BRASSIE PL","R042",1238.87,"GAITHERSBURG","20886","MD",160
"14448","19441 BRASSIE PL","R042",1680.16,"MONTGOMERY VILLA","20886","MD",160
"14449","19441 BRASSIE PL","R042",1238.87,"MONTGOMERY VILLA","20886","MD",160
"14450","2705 BLUERIDGE AVE","R038",4680.92,"SILVER SPRING","20902","MD",32
"14451","9601 BRISTOL AVE","R038",6030.07,"SILVER SPRING","20901","MD",1
"14452","8501 2ND AVE","R047",9416.93,"SILVER SPRING","20910","MD",1
"14453","15740 GOOD HOPE RD","R042",3544.79,"SILVER SPRING","20905","MD",6
"14454","17111 CLEAR CREEK DR","R042",11980.69,"SILVER SPRING","20905","MD",1
"14455","14720 CROSSWOOD TER","R042",3637.28,"BURTONSVILLE","20866","MD",2
"14456","1625 OAKLAWN CT","R038",7112.88,"SILVER SPRING","20903","MD",3
"14457","7685 LAYTONIA DR","R042",3344.11,"GAITHERSBURG","20877","MD",1
"14458","25231 BONNY BROOK LN","R042",9298.01,"GAITHERSBURG","20882","MD",2
"14459","7687 LAYTONIA DR","R042",2970.71,"GAITHERSBURG","20877","MD",1
"14460","13309 DEMETRIAS WAY","R042",3100.43,"GERMANTOWN","20874","MD",2
"14461","13303 DEMETRIAS WAY","R042",3884.41,"GERMANTOWN","20874","MD",2
"14462","13339 DEMETRIAS WAY","R042",3134.97,"GERMANTOWN","20874","MD",3
"14463","13343 DEMETRIAS WAY","R042",1485.2,"GERMANTOWN","20874","MD",2
"14464","13301 DEMETRIAS WAY","R042",3053.24,"GERMANTOWN","20874","MD",2
"14465","13345 DEMETRIAS WAY","R042",3426.22,"GERMANTOWN","20874","MD",3
"14466","13305 DEMETRIAS WAY","R042",3360.6,"GERMANTOWN","20874","MD",2
"14467","13341 DEMETRIAS WAY","R042",3426.22,"GERMANTOWN","20874","MD",2
"14468","13347 DEMETRIAS WAY","R042",3134.97,"GERMANTOWN","20874","MD",3
"14469","13515 GIANT CT","R042",4842.19,"GERMANTOWN","20874","MD",24
"14470","9318 CRANFORD DR","R053",28508.57,"ROCKVILLE","20854","MD",8
"14471","1217 N BELGRADE RD","R038",6970.15,"SILVER SPRING","20902","MD",4
"14472","9901 MARQUETTE DR","R038",10893.9,"BETHESDA","20817","MD",5
"14473","11827 SMOKETREE RD","R053",9437.45,"POTOMAC","20854","MD",2
"14474","11803 DEVILWOOD DR","R053",9273.49,"POTOMAC","20854","MD",1
"14475","11807 DEVILWOOD DR","R053",9006.09,"ROCKVILLE","20854","MD",1
"14476","8426 10TH AVE","R038",3851.17,"SILVER SPRING","20903","MD",4
"14477","7802 LOCKNEY AVE","R074",7381.1,"TAKOMA PARK","20912","MD",6
"14478","14844 SILVER ASH CT","R042",5183.12,"BURTONSVILLE","20866","MD",8
"14479","4403 SADDLE CREEK WAY","R042",5830.08,"BURTONSVILLE","20866","MD",2
"14480","14512 PEBBLEWOOD DR","R053",10032.32,"GAITHERSBURG","20878","MD",2
"14481","13321 DEMETRIAS WAY","R042",3366.37,"GERMANTOWN","20874","MD",3
"14482","19629 GUNNERS BRANCH RD","R042",1949.21,"GERMANTOWN","20876","MD",702
"14483","19629 GUNNERS BRANCH RD","R042",1834.09,"GERMANTOWN","20876","MD",702
"14484","19629 GUNNERS BRANCH RD","R042",1910.84,"GERMANTOWN","20876","MD",702
"14485","19629 GUNNERS BRANCH RD","R042",1672.93,"GERMANTOWN","20876","MD",702
"14486","19629 GUNNERS BRANCH RD","R042",1776.53,"GERMANTOWN","20876","MD",702
"14487","19629 GUNNERS BRANCH RD","R042",1642.23,"GERMANTOWN","20876","MD",702
"14488","23 WHITECHURCH CT","R042",3626.53,"GERMANTOWN","20874","MD",2
"14489","13317 DEMETRIAS WAY","R042",3343.34,"GERMANTOWN","20874","MD",3
"14490","17 WHITECHURCH CT","R042",3109.64,"GERMANTOWN","20874","MD",2
"14491","31 WHITECHURCH CT","R042",3815.34,"GERMANTOWN","20874","MD",2
"14492","35 WHITECHURCH CT","R042",3161.45,"GERMANTOWN","20874","MD",2
"14493","5 WHITECHURCH CT","R042",3335.29,"GERMANTOWN","20874","MD",2
"14494","13329 DEMETRIAS WAY","R042",3768.13,"GERMANTOWN","20874","MD",4
"14495","13323 DEMETRIAS WAY","R042",3152.24,"GERMANTOWN","20874","MD",2
"14496","25 WHITECHURCH CT","R042",3335.29,"GERMANTOWN","20874","MD",2
"14497","33 WHITECHURCH CT","R042",3387.08,"GERMANTOWN","20874","MD",2
"14498","1 WHITECHURCH CT","R042",3095.83,"GERMANTOWN","20874","MD",2
"14499","13331 DEMETRIAS WAY","R042",3418.16,"GERMANTOWN","20874","MD",2
"14500","27 WHITECHURCH CT","R042",3436.59,"GERMANTOWN","20874","MD",2
"14501","7 WHITECHURCH CT","R042",3730.15,"GERMANTOWN","20874","MD",2
"14502","11 WHITECHURCH CT","R042",3403.19,"GERMANTOWN","20874","MD",2
"14503","19 WHITECHURCH CT","R042",3161.45,"GERMANTOWN","20874","MD",2
"14504","29 WHITECHURCH CT","R042",3384.79,"GERMANTOWN","20874","MD",2
"14505","13333 DEMETRIAS WAY","R042",3415.86,"GERMANTOWN","20874","MD",2
"14506","13325 DEMETRIAS WAY","R042",3045.17,"GERMANTOWN","20874","MD",2
"14507","13335 DEMETRIAS WAY","R042",3075.09,"GERMANTOWN","20874","MD",2
"14508","13315 DEMETRIAS WAY","R042",3764.67,"GERMANTOWN","20874","MD",2
"14509","21 WHITECHURCH CT","R042",3347.94,"GERMANTOWN","20874","MD",2
"14510","13313 DEMETRIAS WAY","R042",3075.09,"GERMANTOWN","20874","MD",2
"14511","15 WHITECHURCH CT","R042",3335.29,"GERMANTOWN","20874","MD",2
"14512","13327 DEMETRIAS WAY","R042",3682.94,"GERMANTOWN","20874","MD",2
"14513","13319 DEMETRIAS WAY","R042",3433.12,"GERMANTOWN","20874","MD",2
"14514","4909 CUSHING DR","R038",7586.92,"KENSINGTON","20895","MD",4
"14515","911 NEWHALL ST","R038",5494.77,"SILVER SPRING","20901","MD",2
"14516","13209 SCHUBERT PL","R042",5490.84,"SILVER SPRING","20904","MD",20
"14517","907 NEWHALL ST","R038",731.09,"SILVER SPRING","20901","MD",1
"14518","909 NEWHALL ST","R038",5030.83,"SILVER SPRING","20901","MD",5
"14519","3309 CAMDEN ST","R038",5743.79,"SILVER SPRING","20902","MD",1
"14520","6411 TISDALE TER","R038",8025.09,"BETHESDA","20817","MD",8
"14521","27613 RIDGE RD","R042",3920.59,"DAMASCUS","20872","MD",18
"14522","10104 CLEARSPRING RD","R042",6149.48,"DAMASCUS","20872","MD",5
"14523","7418 TARFSIDE LN","R042",3866.09,"GAITHERSBURG","20879","MD",6
"14524","23708 PLEASANT VIEW LN","R042",4262.01,"GAITHERSBURG","20882","MD",1
"14525","20401 CABANA DR","R042",5318.16,"GERMANTOWN","20876","MD",5
"14526","9628 HAWICK LN","R038",8434.92,"KENSINGTON","20895","MD",1
"14527","8324 RAYMOND LN","R053",12430.24,"POTOMAC","20854","MD",13
"14528","906 NEWHALL ST","R038",5475.18,"SILVER SPRING","20901","MD",3
"14529","12219 BUSHEY DR","R038",5269.12,"SILVER SPRING","20902","MD",3
"14530","10203 DAY AVE","R038",5717.76,"SILVER SPRING","20910","MD",2
"14531","2803 LINDELL ST","R038",6662.84,"SILVER SPRING","20902","MD",1
"14532","12927 MATEY RD","R038",4932.58,"SILVER SPRING","20906","MD",3
"14533","20037 MATTINGLY TER","R042",4315.48,"GAITHERSBURG","20879","MD",3
"14534","12505 VALLEYWOOD DR","R038",4651.36,"SILVER SPRING","20906","MD",2
"14535","19001 REGIONS WAY","R042",5922.16,"MONTGOMERY VILLA","20886","MD",2
"14536","9205 BELLS MILL RD","R053",14617.39,"POTOMAC","20854","MD",1
"14537","14407 BAUER DR","R038",6474.43,"ROCKVILLE","20853","MD",4
"14538","4805 ERTTER DR","R038",5889.26,"ROCKVILLE","20852","MD",2
"14539","1745 OVERLOOK DR","R038",6133.53,"SILVER SPRING","20903","MD",4
"14540","138 FINALE TER","R042",5197.16,"SILVER SPRING","20901","MD",1
"14541","12608 GOODHILL RD","R038",4913.4,"SILVER SPRING","20906","MD",3
"14542","428 LEGATO TER","R042",3842.96,"SILVER SPRING","20901","MD",2
"14543","686 CONCERTO LN","R042",4689.45,"SILVER SPRING","20901","MD",2
"14544","22 SCARLET SAGE CT","R042",4111.95,"BURTONSVILLE","20866","MD",1
"14545","10218 IRON GATE RD","R053",13282.82,"POTOMAC","20854","MD",1
"14546","10002 SIDNEY RD","R038",5490.8,"SILVER SPRING","20901","MD",1
"14547","9407 AVENEL RD","R038",4976.35,"SILVER SPRING","20903","MD",2
"14548","11801 CAPLINGER RD","R042",4931.33,"SILVER SPRING","20904","MD",1
"14549","913 VENICE DR","R042",5551.43,"SILVER SPRING","20904","MD",1
"14550","11703 CAPLINGER RD","R042",6185.71,"SILVER SPRING","20904","MD",1
"14551","8808 N WESTLAND DR","R042",6208.4,"GAITHERSBURG","20877","MD",8
"14552","14701 MOCKING BIRD DR","R053",11865.2,"GERMANTOWN","20874","MD",14
"14553","1000 BROADMORE CIR","R042",5942.45,"SILVER SPRING","20904","MD",5
"14554","728 EASLEY ST","R038",6720.44,"SILVER SPRING","20910","MD",1
"14555","13107 HOLDRIDGE RD","R038",5631.74,"SILVER SPRING","20906","MD",2
"14556","814 MALIBU DR","R038",5330.14,"SILVER SPRING","20901","MD",1
"14557","815 MALIBU DR","R038",6495.14,"SILVER SPRING","20901","MD",1
"14558","11301 MONTICELLO AVE","R038",6295.61,"SILVER SPRING","20902","MD",1
"14559","802 MALIBU DR","R038",5272.58,"SILVER SPRING","20901","MD",1
"14560","816 MALIBU DR","R038",6241.89,"SILVER SPRING","20901","MD",1
"14561","4208 FALCONWOOD PL","R042",6058.72,"BURTONSVILLE","20866","MD",6
"14562","4452 REGALWOOD TER","R042",4103.52,"BURTONSVILLE","20866","MD",3
"14563","4229 DUNWOOD TER","R042",4053.24,"BURTONSVILLE","20866","MD",2
"14564","4401 SADDLE CREEK WAY","R042",5855.77,"BURTONSVILLE","20866","MD",3
"14565","14701 DARNESTOWN RD","R042",9618.02,"GERMANTOWN","20874","MD",1
"14566","4306 ELIZABETH ST","R038",5285.62,"ROCKVILLE","20853","MD",1
"14567","12123 VALLEYWOOD DR","R038",3796.52,"WHEATON","20902","MD",10
"14568","10811 E NOLCREST DR","R038",4923.76,"SILVER SPRING","20903","MD",1
"14569","512 LINCOLN AVE","R074",9845.93,"TAKOMA PARK","20912","MD",3
"14570","6302 SWORDS WAY","R038",9997.1,"BETHESDA","20817","MD",1
"14571","3811 SWAN HOUSE CT","R042",3669.14,"BURTONSVILLE","20866","MD",1
"14572","11107 WOODSON AVE","R038",6230.38,"KENSINGTON","20895","MD",4
"14573","10275 RIDGELINE DR","R042",2955.38,"GAITHERSBURG","20886","MD",1
"14574","7721 WHITERIM TER","R042",9023.09,"ROCKVILLE","20854","MD",1
"14575","800 OLIVE DR","R042",5285.53,"SILVER SPRING","20905","MD",8
"14576","908 NEWHALL ST","R038",5006.65,"SILVER SPRING","20901","MD",6
"14577","8524 CHURCHILL DOWNS RD","R042",10665.02,"GAITHERSBURG","20882","MD",13
"14578","11728 ASHWORTH CT","R042",3445.79,"GERMANTOWN","20876","MD",24
"14579","2701 WOODEDGE RD","R038",7421.08,"SILVER SPRING","20906","MD",2
"14580","9019 LINTON ST","R038",4744.17,"SILVER SPRING","20901","MD",1
"14581","5810 JOHNSON AVE","R038",8084.62,"BETHESDA","20817","MD",1
"14582","7800 HAMILTON SPRING RD","R042",11135.92,"BETHESDA","20817","MD",1
"14583","14701 BRAEMAR CRESCENT WAY","R053",9805.03,"GAITHERSBURG","20878","MD",2
"14584","19308 RIDGECREST DR","R042",5683.85,"GERMANTOWN","20874","MD",4
"14585","12903 NEOLA RD","R038",5323.23,"SILVER SPRING","20906","MD",44
"14586","9408 AVENEL RD","R042",5724.63,"SILVER SPRING","20903","MD",3
"14587","10603 STONEYHILL CT","R038",6758.01,"SILVER SPRING","20901","MD",9
"14588","1500 STATESIDE DR","R038",5765.17,"SILVER SPRING","20903","MD",1
"14589","3504 KAYSON ST","R038",5277.18,"SILVER SPRING","20906","MD",8
"14590","1901 DENNIS AVE","R038",5231.17,"SILVER SPRING","20902","MD",1
"14591","306 ELDRID DR","R042",607.42,"SILVER SPRING","20904","MD",1
"14592","10013 ROGART RD","R038",5517.78,"SILVER SPRING","20901","MD",5
"14593","18530 CHERRY LAUREL LN","R042",4395.15,"GAITHERSBURG","20879","MD",4
"14594","18568 SPLIT ROCK LN","R042",3980.91,"GERMANTOWN","20874","MD",21
"14595","8620 TUCKERMAN LN","R053",9897.91,"POTOMAC","20854","MD",16
"14596","6909 TENNYSON TER","R042",6629.36,"ROCKVILLE","20855","MD",14
"14597","13305 ORIENTAL ST","R038",5713.87,"ROCKVILLE","20853","MD",5
"14598","820 PHILADELPHIA AVE","R038",10287.2,"SILVER SPRING","20910","MD",1
"14599","9020 MC DONALD DR","R042",18388.23,"BETHESDA","20817","MD",2
"14600","9432 EMORY GROVE RD","R042",7864.61,"GAITHERSBURG","20877","MD",30
"14601","20081 PLACID LAKE TER","R042",5041.35,"GERMANTOWN","20874","MD",1
"14602","20055 PLACID LAKE TER","R042",4948.11,"GERMANTOWN","20874","MD",1
"14603","2229 BEAR VALLEY TER","R042",5054.96,"SILVER SPRING","20906","MD",7
"14604","11401 GALT AVE","R038",4168.08,"SILVER SPRING","20902","MD",4
"14605","3714 CASTLE TER","R042",3723.22,"SILVER SPRING","20904","MD",5
"14606","5805 BENT BRANCH RD","R038",13030.03,"BETHESDA","20816","MD",8
"14607","10418 DALEBROOKE LN","R053",8875.82,"POTOMAC","20854","MD",15
"14608","10 HORIZON CT","R042",310.92,"DERWOOD","20855","MD",11
"14609","4220 NORBECK RD","R042",7690.64,"ROCKVILLE","20853","MD",12
"14610","11017 LUXMANOR RD","R038",15244.45,"ROCKVILLE","20852","MD",1
"14611","4604 GLASGOW DR","R038",5298.67,"ROCKVILLE","20853","MD",1
"14612","726 THAYER AVE","R038",6703.53,"SILVER SPRING","20910","MD",1
"14613","11818 CHAREN LN","R053",8469.35,"ROCKVILLE","20854","MD",11
"14614","8901 BURNING TREE RD","R038",29152.1,"BETHESDA","20817","MD",1
"14615","12507 VALLEYWOOD DR","R038",4682.27,"SILVER SPRING","20906","MD",2
