"","address","TAX.CLASS","TOTAL","CITY","Zip.Code","STATE","Violation_Count","Longitude","Latitude"
"17102","10024 STEDWICK RD","R042",2129.52,"MONTGOMERY VILLA","20886","MD",590,-77.20630057,39.16883598
"17103","10024 STEDWICK RD","R042",2129.52,"MONTGOMERY VILLA","20886","MD",590,-77.20630057,39.16883598
"17104","10024 STEDWICK RD","R042",2129.52,"MONTGOMERY VILLA","20886","MD",590,-77.20630057,39.16883598
"17105","10024 STEDWICK RD","R042",2129.52,"MONTGOMERY VILLA","20886","MD",590,-77.20630057,39.16883598
"17106","10024 STEDWICK RD","R042",2129.52,"MONTGOMERY VILLA","20886","MD",590,-77.20630057,39.16883598
"17107","10024 STEDWICK RD","R042",1707.42,"MONTGOMERY VILLA","20886","MD",590,-77.20630057,39.16883598
"17108","10024 STEDWICK RD","R042",1707.42,"MONTGOMERY VILLA","20886","MD",590,-77.20630057,39.16883598
"17109","10024 STEDWICK RD","R042",1707.42,"MONTGOMERY VILLA","20886","MD",590,-77.20630057,39.16883598
"17110","10024 STEDWICK RD","R042",1707.42,"MONTGOMERY VILLA","20886","MD",590,-77.20630057,39.16883598
"17111","10024 STEDWICK RD","R042",1707.42,"MONTGOMERY VILLA","20886","MD",590,-77.20630057,39.16883598
"17112","10024 STEDWICK RD","R042",1707.42,"MONTGOMERY VILLA","20886","MD",590,-77.20630057,39.16883598
"17113","10024 STEDWICK RD","R042",1707.42,"MONTGOMERY VILLA","20886","MD",590,-77.20630057,39.16883598
"17114","10024 STEDWICK RD","R042",2110.34,"MONTGOMERY VILLA","20886","MD",590,-77.20630057,39.16883598
"17115","10024 STEDWICK RD","R042",2110.34,"MONTGOMERY VILLA","20886","MD",590,-77.20630057,39.16883598
"17116","10024 STEDWICK RD","R042",2110.34,"MONTGOMERY VILLA","20886","MD",590,-77.20630057,39.16883598
"17117","10024 STEDWICK RD","R042",2110.34,"MONTGOMERY VILLA","20886","MD",590,-77.20630057,39.16883598
"17118","10024 STEDWICK RD","R042",2110.34,"MONTGOMERY VILLA","20886","MD",590,-77.20630057,39.16883598
"17119","10024 STEDWICK RD","R042",2110.34,"MONTGOMERY VILLA","20886","MD",590,-77.20630057,39.16883598
"17120","10024 STEDWICK RD","R042",2110.34,"MONTGOMERY VILLA","20886","MD",590,-77.20630057,39.16883598
"17121","4211 FEDERAL ST","R038",4667.03,"ROCKVILLE","20853","MD",2,-77.08509271,39.06912182
"17122","11213 ASHLEY DR","R038",6145.19,"ROCKVILLE","20852","MD",1,-77.0949059,39.04112831
"17123","19630 MUNCASTER RD","R042",7576.43,"ROCKVILLE","20855","MD",1,-77.11784643,39.17797746
"17124","10419 BURNT EMBER DR","R038",6244.57,"SILVER SPRING","20903","MD",15,-76.99443465,39.02592484
"17125","13624 TURNMORE RD","R038",7175.91,"SILVER SPRING","20906","MD",2,-77.0406081,39.08001349
"17126","9101 BURDETTE RD","R038",40927.71,"BETHESDA","20817","MD",1,-77.14034867,39.00545809
"17127","11840 MARMARY RD","R042",6187.6,"GAITHERSBURG","20878","MD",1,-77.24620896,39.13552878
"17128","14001 RIPPLING BROOK DR","R038",6559.98,"SILVER SPRING","20906","MD",3,-77.0544468,39.08618361
"17129","14022 SADDLE RIVER DR","R053",9057.25,"GAITHERSBURG","20878","MD",1,-77.24111088,39.08716758
"17130","11601 PARSIPPANY TER","R053",10337.38,"GAITHERSBURG","20878","MD",1,-77.24000101,39.08682896
"17131","2131 ROSE THEATRE CIR","R042",10277.52,"OLNEY","20832","MD",2,-77.04728676,39.14835953
"17132","1816 TILTON DR","R038",5839.78,"SILVER SPRING","20902","MD",3,-77.03990182,39.01883845
"17133","18130 GEORGIA AVE","R042",21673,"OLNEY","20832","MD",2,-77.06702833,39.15372121
"17134","12345 BRIARBUSH LN","R053",17999.12,"POTOMAC","20854","MD",1,-77.25778247,39.071229
"17135","1205 DOWNS DR","R042",6101.71,"SILVER SPRING","20904","MD",6,NA,NA
"17136","639 CONCERTO LN","R042",4633.46,"SILVER SPRING","20901","MD",20,-76.99842217,39.04189642
"17137","613 KENBROOK DR","R038",5799.83,"SILVER SPRING","20902","MD",2,-77.01864209,39.03958979
"17138","2400 MICHIGAN AVE","R038",5398.06,"SILVER SPRING","20910","MD",3,-77.0492041,39.00120426
"17139","1108 W NOLCREST DR","R038",5196.23,"SILVER SPRING","20903","MD",4,-76.98951532,39.03189029
"17140","8900 LANIER DR","R038",980.38,"SILVER SPRING","20910","MD",1,-77.04681135,39.00148565
"17141","8905 ALBERT STEWART LN","R038",6507.82,"SILVER SPRING","20910","MD",1,-77.05045697,39.00169837
"17142","9709 CORKRAN LN","R038",8600.69,"BETHESDA","20817","MD",4,-77.1372454,39.01417335
"17143","16542 S WESTLAND DR","R042",5129.35,"GAITHERSBURG","20877","MD",4,-77.18124495,39.12754569
"17144","20546 LOWFIELD DR","R042",4019.08,"GERMANTOWN","20874","MD",2,-77.27614126,39.1938872
"17145","19000 CANADIAN CT","R042",4644.99,"GAITHERSBURG","20886","MD",4,-77.21719041,39.16819751
"17146","3902 TYNEWICK DR","R042",3347.52,"SILVER SPRING","20906","MD",11,-77.07639178,39.09606974
"17147","14619 NEW HAMPSHIRE AVE","R042",9890.33,"SILVER SPRING","20905","MD",2,-77.00206836,39.09615845
"17148","9557 WHITE PILLAR TER","R042",4100.83,"GAITHERSBURG","20882","MD",2,-77.19692316,39.24763633
"17149","35 DUFIEF CT","R053",4910.12,"GAITHERSBURG","20878","MD",1,-77.23794474,39.1001814
"17150","18745 CALYPSO PL","R042",5202.67,"GAITHERSBURG","20879","MD",1,-77.17673265,39.16339585
"17151","12503 SPRING HARBOR PL","R042",3770.43,"GERMANTOWN","20874","MD",20,-77.25809557,39.16856506
"17152","9323 JARRETT CT","R042",3485.3,"MONTGOMERY VILLA","20886","MD",2,-77.19070472,39.19348113
"17153","7212 BLANCHARD DR","R042",5785.54,"ROCKVILLE","20855","MD",2,-77.14668482,39.14150702
"17154","7621 MILLER FALL RD","R042",447.42,"DERWOOD","20855","MD",1,-77.1559219,39.1466054
"17155","7705 WARBLER LN","R042",5417.52,"ROCKVILLE","20855","MD",2,-77.15765367,39.14907456
"17156","17551 WHEAT FALL DR","R042",5690.75,"ROCKVILLE","20855","MD",1,-77.1559925,39.14308482
"17157","17700 CADDY DR","R042",5941.31,"DERWOOD","20855","MD",1,-77.15727617,39.14513666
"17158","3812 WENDY LN","R038",5046.56,"SILVER SPRING","20906","MD",10,-77.07636051,39.07856366
"17159","2612 WELLER RD","R038",6040.79,"SILVER SPRING","20906","MD",2,-77.05582689,39.07122034
"17160","267 AMBERLEIGH DR","R042",8712.66,"SILVER SPRING","20904","MD",2,-77.00919802,39.08995475
"17161","2005 COLERIDGE DR","R038",2952.18,"SILVER SPRING","20902","MD",98,-77.04402836,39.01763949
"17162","2005 COLERIDGE DR","R038",2952.18,"SILVER SPRING","20902","MD",98,-77.04402836,39.01763949
"17163","2005 COLERIDGE DR","R038",2952.18,"SILVER SPRING","20902","MD",98,-77.04402836,39.01763949
"17164","2005 COLERIDGE DR","R038",2088.78,"SILVER SPRING","20902","MD",98,-77.04402836,39.01763949
"17165","2005 COLERIDGE DR","R038",2088.78,"SILVER SPRING","20902","MD",98,-77.04402836,39.01763949
"17166","2005 COLERIDGE DR","R038",2088.78,"SILVER SPRING","20902","MD",98,-77.04402836,39.01763949
"17167","2005 COLERIDGE DR","R038",2491.7,"SILVER SPRING","20902","MD",98,-77.04402836,39.01763949
"17168","2005 COLERIDGE DR","R038",2491.7,"SILVER SPRING","20902","MD",98,-77.04402836,39.01763949
"17169","2005 COLERIDGE DR","R038",2491.7,"SILVER SPRING","20902","MD",98,-77.04402836,39.01763949
"17170","10007 GREENOCK RD","R038",5353.81,"SILVER SPRING","20901","MD",4,-77.0217373,39.01873653
"17171","1400 SPENCERVILLE RD","R042",6192.69,"SPENCERVILLE","20868","MD",6,-76.98389075,39.11949
"17172","5201 CAMBERLEY AVE","R038",10206.63,"BETHESDA","20814","MD",12,-77.10583031,39.00534936
"17173","3310 GREENCASTLE RD","R042",5256.37,"BURTONSVILLE","20866","MD",4,-76.94378159,39.0981969
"17174","14438 BAKERSFIELD CT","R042",3879.79,"SILVER SPRING","20906","MD",1,-77.0443585,39.09168783
"17175","19403 KILDONAN DR","R042",3871.53,"GAITHERSBURG","20879","MD",2,-77.15664733,39.17573346
"17176","23615 ROLLING FORK WAY","R042",7162.37,"GAITHERSBURG","20882","MD",2,-77.19570287,39.24569851
"17177","19407 KILDONAN DR","R042",4141.66,"GAITHERSBURG","20879","MD",1,-77.15663167,39.17564994
"17178","13436 ANSEL TER","R042",5041.53,"GERMANTOWN","20874","MD",1,-77.27797802,39.14717239
"17179","3505 KENT ST","R027",14939.07,"KENSINGTON","20895","MD",1,-77.0703876,39.02232174
"17180","3508 KENT ST","R027",8666.95,"KENSINGTON","20895","MD",2,-77.07049501,39.0222318
"17181","10913 BURBANK DR","R042",720.42,"POTOMAC","20854","MD",1,-77.22693543,39.02007229
"17182","2509 JENNINGS RD","R038",5513.18,"SILVER SPRING","20902","MD",4,-77.05175069,39.03023235
"17183","806 MALIBU DR","R038",5035.43,"SILVER SPRING","20901","MD",5,-76.9943891,39.00939988
"17184","10702 HUNTWOOD DR","R038",6453.7,"SILVER SPRING","20901","MD",3,-76.99947347,39.03148292
"17185","7803 GARLAND AVE","R038",10746.22,"TAKOMA PARK","20912","MD",6,-76.99740701,38.98749482
"17186","20839 AMBER HILL CT","R042",6749.08,"GERMANTOWN","20874","MD",1,-77.28079849,39.19762875
"17187","12000 EDGE PARK CT","R053",13859.65,"ROCKVILLE","20854","MD",1,-77.20451791,39.05186404
"17188","4801 WILWYN WAY","R038",6535.44,"ROCKVILLE","20852","MD",6,-77.09500444,39.04352209
"17189","17600 MILL CREEK DR","R042",5855.77,"DERWOOD","20855","MD",12,-77.15847303,39.14406628
"17190","17716 SHADY MILL RD","R042",583.92,"DERWOOD","20855","MD",6,-77.15970763,39.14686632
"17191","17605 MILL CREEK DR","R042",7700.31,"DERWOOD","20855","MD",2,-77.15842175,39.14420933
"17192","3227 MEDWAY ST","R038",3836.04,"SILVER SPRING","20902","MD",1,-77.06454018,39.05328606
"17193","5856 MARBURY RD","R038",24808.77,"BETHESDA","20817","MD",2,-77.11679151,38.97745203
"17194","10707 STONEYHILL DR","R038",6324.77,"SILVER SPRING","20901","MD",26,-77.00013581,39.03259331
"17195","12906 VALLEYWOOD DR","R038",8660.19,"SILVER SPRING","20906","MD",2,-77.06665144,39.06729
"17196","3903 RANDOLPH RD","R038",662.84,"SILVER SPRING","20906","MD",1,-77.07685249,39.05750317
"17197","1313 RUPPERT RD","R038",5195.32,"SILVER SPRING","20903","MD",10,-76.98556823,39.03147446
"17198","1648 WINDING WAYE LN","R038",7350.1,"SILVER SPRING","20902","MD",1,-77.03729884,39.06240052
"17199","12343 SANDY POINT CT","R042",4887.09,"SILVER SPRING","20904","MD",2,-76.95309376,39.05687811
"17200","1603 LADD ST","R038",6647.11,"SILVER SPRING","20902","MD",3,-77.03509889,39.03984118
"17201","7411 PINEY BRANCH RD","R074",12649.71,"TAKOMA PARK","20912","MD",7,-77.01588582,38.98166043
"17202","18523 MOUNTAIN LAUREL TER","R042",4811.62,"GAITHERSBURG","20879","MD",1,-77.16918805,39.16239579
"17203","10431 KARDWRIGHT CT","R042",4119.8,"MONTGOMERY VILLA","20886","MD",10,-77.21566424,39.16990795
"17204","10607 CAVALIER DR","R038",6023.15,"SILVER SPRING","20901","MD",16,-77.01347233,39.02981809
"17205","13305 NORDEN DR","R038",6241.13,"SILVER SPRING","20906","MD",1,-77.0645308,39.07556639
"17206","23214 FREDERICK RD","R042",6178.75,"CLARKSBURG","20871","MD",5,-77.27612655,39.23618752
"17207","409 WOONSOCKETT LN","R042",6076.39,"SILVER SPRING","20877","MD",27,-77.01195262,39.09714762
"17208","409 WOONSOCKETT LN","R042",6076.39,"SILVER SPRING","20877","MD",27,-77.01195262,39.09714762
"17209","19614 TWINFLOWER CIR","R042",3436.59,"GERMANTOWN","20876","MD",2,-77.24351548,39.17682247
"17210","15831 BERRYVILLE RD","R042",20745.69,"GERMANTOWN","20874","MD",14,-77.31616658,39.11463266
"17211","19640 WHITE SADDLE DR","R042",3902.06,"GERMANTOWN","20874","MD",6,-77.25848905,39.17692183
"17212","7722 LAUREL LEAF DR","R042",13198.06,"POTOMAC","20854","MD",5,-77.22060509,38.98869845
"17213","4215 ROUND HILL RD","R038",5334.74,"SILVER SPRING","20906","MD",2,-77.08289592,39.04696798
"17214","14360 CAPE MAY RD","R042",8354.19,"SILVER SPRING","20904","MD",2,-76.9970534,39.09195813
"17215","9201 GLENVILLE RD","R038",4847.29,"SILVER SPRING","20901","MD",2,-76.99832619,39.00572435
"17216","17621 TREE LAWN DR","R042",6248.65,"ASHTON","20861","MD",1,-77.00567567,39.14570342
"17217","14312 BEAKER CT","R042",3735.13,"BURTONSVILLE","20866","MD",1,-76.93421467,39.09014788
"17218","7419 KILCREGGAN TER","R042",4345.02,"GAITHERSBURG","20879","MD",10,-77.15509127,39.17844252
"17219","16755 SIOUX LN","R042",6802.69,"GAITHERSBURG","20878","MD",2,-77.24497658,39.12972038
"17220","3430 QUEENSBOROUGH DR","R042",4562.46,"OLNEY","20832","MD",2,-77.06218276,39.14107138
"17221","8904 SUDBURY RD","R038",7446.04,"SILVER SPRING","20901","MD",9,-77.0035153,39.00179884
"17222","11005 CONE LN","R038",5263.75,"SILVER SPRING","20902","MD",3,-77.04538882,39.0367127
"17223","410 NORWOOD RD","R042",4557.28,"SILVER SPRING","20905","MD",4,-77.01350292,39.11337469
"17224","2300 DARROW ST","R038",7112.88,"SILVER SPRING","20902","MD",8,-77.04837721,39.02387052
"17225","708 FOREST GLEN RD","R038",5025.07,"SILVER SPRING","20901","MD",8,-77.02075666,39.01696327
"17226","5 KENTON CT","R038",8390.03,"SILVER SPRING","20902","MD",2,-77.06634862,39.04215422
"17227","7200 14TH AVE","R074",8517.27,"TAKOMA PARK","20912","MD",8,-76.98699685,38.98033719
"17228","2216 KERRYDALE CT","R042",11703.87,"CLARKSBURG","20871","MD",1,-77.23945145,39.2239113
"17229","18830 POPPYSEED LN","R042",3211.34,"GERMANTOWN","20874","MD",10,-77.26897679,39.163882
"17230","9312 GRAZING TER","R042",4194.07,"GAITHERSBURG","20886","MD",7,-77.19223268,39.18968835
"17231","14019 WEEPING CHERRY DR","R053",11981.65,"ROCKVILLE","20850","MD",18,-77.19895755,39.08610876
"17232","5300 TUSCARAWAS RD","R038",23846.04,"BETHESDA","20816","MD",1,NA,NA
"17233","26117 WOODFIELD RD","R042",5249.74,"DAMASCUS","20872","MD",1,-77.20184955,39.28523672
"17234","3056 O HARA PL","R042",3499.91,"OLNEY","20832","MD",14,-77.06100736,39.15149813
"17235","4427 HALLET ST","R038",5086.85,"ROCKVILLE","20853","MD",4,-77.08908073,39.07218994
"17236","3356 HEWITT AVE","R038",1625.27,"SILVER SPRING","20906","MD",40,-77.06266473,39.07994533
"17237","3356 HEWITT AVE","R038",1625.27,"SILVER SPRING","20906","MD",40,-77.06266473,39.07994533
"17238","3356 HEWITT AVE","R038",2200.87,"SILVER SPRING","20906","MD",40,-77.06266473,39.07994533
"17239","3356 HEWITT AVE","R038",2200.87,"SILVER SPRING","20906","MD",40,-77.06266473,39.07994533
"17240","9934 COTTRELL TER","R038",4712.77,"SILVER SPRING","20903","MD",14,-76.97983156,39.01788647
"17241","2924 RED LION LN","R042",5490.07,"SILVER SPRING","20904","MD",2,-76.95181187,39.05956201
"17242","20430 BEALLSVILLE RD","R042",3779.31,"DICKERSON","20839","MD",8,-77.40143977,39.19100666
"17243","20420 BEALLSVILLE RD","R042",3654.96,"DICKERSON","20839","MD",5,-77.4015559,39.1908968
"17244","9914 WALKER HOUSE RD","R042",2043.69,"GAITHERSBURG","20886","MD",96,-77.20563908,39.16240983
"17245","9914 WALKER HOUSE RD","R042",2043.69,"GAITHERSBURG","20886","MD",96,-77.20563908,39.16240983
"17246","9914 WALKER HOUSE RD","R042",2043.69,"GAITHERSBURG","20886","MD",96,-77.20563908,39.16240983
"17247","9914 WALKER HOUSE RD","R042",2043.69,"GAITHERSBURG","20886","MD",96,-77.20563908,39.16240983
"17248","9914 WALKER HOUSE RD","R042",2043.69,"GAITHERSBURG","20886","MD",96,-77.20563908,39.16240983
"17249","9914 WALKER HOUSE RD","R042",2043.69,"GAITHERSBURG","20886","MD",96,-77.20563908,39.16240983
"17250","9914 WALKER HOUSE RD","R042",1665.71,"GAITHERSBURG","20886","MD",96,-77.20563908,39.16240983
"17251","9914 WALKER HOUSE RD","R042",1665.71,"GAITHERSBURG","20886","MD",96,-77.20563908,39.16240983
"17252","9914 WALKER HOUSE RD","R042",1665.71,"GAITHERSBURG","20886","MD",96,-77.20563908,39.16240983
"17253","9914 WALKER HOUSE RD","R042",1665.71,"GAITHERSBURG","20886","MD",96,-77.20563908,39.16240983
"17254","9914 WALKER HOUSE RD","R042",1665.71,"GAITHERSBURG","20886","MD",96,-77.20563908,39.16240983
"17255","9914 WALKER HOUSE RD","R042",1665.71,"GAITHERSBURG","20886","MD",96,-77.20563908,39.16240983
"17256","9914 WALKER HOUSE RD","R042",2005.32,"GAITHERSBURG","20886","MD",96,-77.20563908,39.16240983
"17257","9914 WALKER HOUSE RD","R042",2005.32,"GAITHERSBURG","20886","MD",96,-77.20563908,39.16240983
"17258","9914 WALKER HOUSE RD","R042",2005.32,"GAITHERSBURG","20886","MD",96,-77.20563908,39.16240983
"17259","9914 WALKER HOUSE RD","R042",2005.32,"GAITHERSBURG","20886","MD",96,-77.20563908,39.16240983
"17260","9914 WALKER HOUSE RD","R042",2005.32,"GAITHERSBURG","20886","MD",96,-77.20563908,39.16240983
"17261","9914 WALKER HOUSE RD","R042",2005.32,"GAITHERSBURG","20886","MD",96,-77.20563908,39.16240983
"17262","9914 WALKER HOUSE RD","R042",1659.96,"MONTGOMERY VILLA","20886","MD",96,-77.20563908,39.16240983
"17263","9914 WALKER HOUSE RD","R042",1659.96,"MONTGOMERY VILLA","20886","MD",96,-77.20563908,39.16240983
"17264","9914 WALKER HOUSE RD","R042",1659.96,"MONTGOMERY VILLA","20886","MD",96,-77.20563908,39.16240983
"17265","9914 WALKER HOUSE RD","R042",1659.96,"MONTGOMERY VILLA","20886","MD",96,-77.20563908,39.16240983
"17266","9914 WALKER HOUSE RD","R042",1659.96,"MONTGOMERY VILLA","20886","MD",96,-77.20563908,39.16240983
"17267","9914 WALKER HOUSE RD","R042",1659.96,"MONTGOMERY VILLA","20886","MD",96,-77.20563908,39.16240983
"17268","9914 WALKER HOUSE RD","R042",86.65,"MONTGOMERY VILL","20886","MD",96,-77.20563908,39.16240983
"17269","9914 WALKER HOUSE RD","R042",86.65,"MONTGOMERY VILL","20886","MD",96,-77.20563908,39.16240983
"17270","9914 WALKER HOUSE RD","R042",86.65,"MONTGOMERY VILL","20886","MD",96,-77.20563908,39.16240983
"17271","9914 WALKER HOUSE RD","R042",86.65,"MONTGOMERY VILL","20886","MD",96,-77.20563908,39.16240983
"17272","9914 WALKER HOUSE RD","R042",86.65,"MONTGOMERY VILL","20886","MD",96,-77.20563908,39.16240983
"17273","9914 WALKER HOUSE RD","R042",86.65,"MONTGOMERY VILL","20886","MD",96,-77.20563908,39.16240983
"17274","9914 WALKER HOUSE RD","R042",2043.69,"MONTGOMERY VILLA","20886","MD",96,-77.20563908,39.16240983
"17275","9914 WALKER HOUSE RD","R042",2043.69,"MONTGOMERY VILLA","20886","MD",96,-77.20563908,39.16240983
"17276","9914 WALKER HOUSE RD","R042",2043.69,"MONTGOMERY VILLA","20886","MD",96,-77.20563908,39.16240983
"17277","9914 WALKER HOUSE RD","R042",2043.69,"MONTGOMERY VILLA","20886","MD",96,-77.20563908,39.16240983
"17278","9914 WALKER HOUSE RD","R042",2043.69,"MONTGOMERY VILLA","20886","MD",96,-77.20563908,39.16240983
"17279","9914 WALKER HOUSE RD","R042",2043.69,"MONTGOMERY VILLA","20886","MD",96,-77.20563908,39.16240983
"17280","11409 ENCORE DR","R042",5152.64,"SILVER SPRING","20901","MD",182,-77.00429644,39.04329321
"17281","205 DALE DR","R050",9086.84,"ROCKVILLE","20910","MD",4,-77.01145101,38.99638183
"17282","205 DALE DR","R050",9086.84,"ROCKVILLE","20910","MD",4,-77.15802843,39.07986818
"17283","205 DALE DR","R038",7268.44,"SILVER SPRING","20910","MD",4,-77.01145101,38.99638183
"17284","205 DALE DR","R038",7268.44,"SILVER SPRING","20910","MD",4,-77.15802843,39.07986818
"17285","5003 ACACIA AVE","R038",9037.01,"BETHESDA","20814","MD",2,-77.09948019,39.00790442
"17286","9216 TURTLE DOVE LN","R042",3689.84,"GAITHERSBURG","20879","MD",8,-77.18831074,39.17553488
"17287","2702 CALGARY AVE","R038",6146.34,"KENSINGTON","20895","MD",2,-77.05538617,39.03178281
"17288","5008 BUTTERNUT DR","R038",6428,"ROCKVILLE","20853","MD",2,-77.1001316,39.09164734
"17289","15313 GRAAF PL","R042",5757.9,"SILVER SPRING","20905","MD",2,-76.97861208,39.10670427
"17290","6616 FERNWOOD CT","R038",67121.64,"BETHESDA","20817","MD",15,-77.13593847,39.00017953
"17291","4201 WOOTTENS LN","R042",5594.6,"BURTONSVILLE","20866","MD",21,-76.92474183,39.10594973
"17292","11501 SCOTTSBURY TER","R042",5385.69,"GERMANTOWN","20876","MD",21,-77.23687295,39.19927328
"17293","22909 DAVIS MILL RD","R042",10411.36,"GERMANTOWN","20876","MD",8,-77.23052179,39.23290445
"17294","3906 DECATUR AVE","R038",5660.52,"KENSINGTON","20895","MD",6,-77.0775031,39.0337859
"17295","18117 IVY LN","R042",6355.76,"OLNEY","20832","MD",9,-77.09249491,39.15470234
"17296","5 CANDYTUFT CT","R042",8049.54,"ROCKVILLE","20853","MD",1,-77.10461292,39.10545822
"17297","4734 IRIS ST","R038",6327.07,"ROCKVILLE","20853","MD",1,-77.09515635,39.07593339
"17298","17738 MILLCREST DR","R042",5353.45,"DERWOOD","20855","MD",9,-77.14699831,39.14681457
"17299","3301 FLORAL ST","R038",4603.33,"SILVER SPRING","20902","MD",14,-77.0664314,39.05657268
"17300","417 TORRINGTON PL","R038",5292.13,"SILVER SPRING","20901","MD",2,-77.00186767,39.01342136
"17301","8001 GLENSIDE DR","R038",6569.96,"TAKOMA PARK","20912","MD",1,-76.99419329,38.98821423
"17302","10315 FARNHAM DR","R038",10242.29,"BETHESDA","20814","MD",2,-77.11953435,39.02605928
"17303","14904 PERRYWOOD DR","R042",6341.94,"BURTONSVILLE","20866","MD",1,-76.95034252,39.09874262
"17304","18307 POWHATAN CT","R042",4592.51,"GAITHERSBURG","20877","MD",10,-77.16150276,39.15420055
"17305","12379 QUAIL WOODS DR","R042",3964.99,"GERMANTOWN","20874","MD",7,-77.25438564,39.17378383
"17306","3907 KINCAID TER","R038",5590.3,"KENSINGTON","20895","MD",10,-77.07629535,39.03729545
"17307","7805 JEREMY TER","R042",5338.87,"DERWOOD","20855","MD",1,-77.15984903,39.14261547
"17308","17432 PARK MILL DR","R042",5600.58,"ROCKVILLE","20855","MD",1,-77.15346656,39.14234917
"17309","9 MILLER FALL CT","R042",6135.82,"ROCKVILLE","20855","MD",1,-77.15611037,39.14738239
"17310","11908 CENTERHILL ST","R038",3721.09,"SILVER SPRING","20902","MD",2,-77.07257287,39.05059528
"17311","3622 CASTLE TER","R042",3170.65,"SILVER SPRING","20904","MD",17,-76.93931274,39.09029866
"17312","1114 CRESTHAVEN DR","R038",5363.87,"SILVER SPRING","20903","MD",6,-76.98832596,39.02393552
"17313","1012 ROBROY DR","R038",6461,"SILVER SPRING","20903","MD",4,-76.99069122,39.02263614
"17314","14440 BAKERSFIELD CT","R042",4785.02,"SILVER SPRING","20906","MD",1,-77.04433235,39.09169358
"17315","9407 OCALA ST","R038",6068.05,"SILVER SPRING","20901","MD",10,-77.01150303,39.00969808
"17316","702 HOLLYWOOD AVE","R042",6707.63,"SILVER SPRING","20904","MD",2,-76.99761177,39.06427321
"17317","10507 BOUNTY COVE CT","R053",5361.4,"GAITHERSBURG","20878","MD",7,-77.21916077,39.09838436
"17318","10041 COUNSELMAN RD","R042",24549.52,"POTOMAC","20854","MD",2,-77.20639142,39.01972041
"17319","12709 LAURIE DR","R042",4815.45,"SILVER SPRING","20904","MD",12,-76.98115404,39.06458677
"17320","8812 2ND AVE","R038",12007.1,"SILVER SPRING","20910","MD",4,-77.03676404,38.99994802
"17321","810 E FRANKLIN AVE","R038",6099.13,"SILVER SPRING","20901","MD",1,-76.99598786,39.01305951
"17322","6753 EASTERN AVE","R074",10285.94,"TAKOMA PARK","20912","MD",4,-77.01045534,38.97212527
"17323","15121 TURKEY FOOT RD","R053",11934.11,"GAITHERSBURG","20878","MD",13,-77.28409967,39.10329775
"17324","15141 TURKEY FOOT RD","R053",7095.78,"GAITHERSBURG","20878","MD",5,-77.2841061,39.10383493
"17325","4410 KALMIA ST","R038",4667.03,"ROCKVILLE","20853","MD",2,-77.08700636,39.07661347
"17326","13806 MARIANNA DR","R038",5102.19,"ROCKVILLE","20853","MD",1,-77.09090687,39.08278263
"17327","12500 MEADOWOOD DR","R042",6066.28,"SILVER SPRING","20904","MD",24,-77.00709124,39.06240942
"17328","8915 SUDBURY RD","R038",6453.2,"SILVER SPRING","20901","MD",33,-77.0034722,39.00200189
"17329","2202 QUINTON RD","R038",6902.67,"SILVER SPRING","20910","MD",1,-77.04650137,38.9990066
"17330","1323 CANYON RD","R042",5692.64,"SILVER SPRING","20904","MD",2,-76.98571568,39.07580476
"17331","205 NORMANDY DR","R038",8706.28,"SILVER SPRING","20901","MD",2,-77.01259825,39.01334123
"17332","11509 CHERRY GROVE DR","R053",4836.94,"GAITHERSBURG","20878","MD",4,-77.23760303,39.10889247
"17333","4521 MT OLNEY LN","R042",6565.26,"OLNEY","20832","MD",1,-77.07108504,39.17784063
"17334","4520 MT OLNEY LN","R042",6840.42,"OLNEY","20832","MD",1,-77.07102718,39.17794608
"17335","17809 BOWIE MILL RD","R042",31942.88,"DERWOOD","20855","MD",1,-77.11257159,39.14846879
"17336","10116 BRUNSWICK AVE","R038",6231.54,"SILVER SPRING","20902","MD",18,-77.05461681,39.02257795
"17337","1404 WINDING WAYE LN","R038",7218.49,"SILVER SPRING","20902","MD",5,-77.03266153,39.06130202
"17338","3205 BERET LN","R038",6033.52,"SILVER SPRING","20906","MD",3,-77.06479348,39.0821171
"17339","18305 BRIGHT PLUME TER","R064",10890.81,"BOYDS","20841","MD",2,-77.30185547,39.15866628
"17340","18308 POWHATAN CT","R042",4732.55,"GAITHERSBURG","20877","MD",1,-77.16165184,39.15420862
"17341","18751 SUMMER OAK CT","R042",4353.3,"GERMANTOWN","20874","MD",8,-77.24535041,39.1630181
"17342","11410 WOODSON AVE","R038",8063.07,"KENSINGTON","20895","MD",4,-77.07228599,39.04389841
"17343","18511 LOCUST POINT CT","R042",3466.13,"GAITHERSBURG","20886","MD",1,-77.19754422,39.15958712
"17344","18130 ROYAL BONNET CIR","R042",3564.75,"GAITHERSBURG","20886","MD",3,-77.19313096,39.15368193
"17345","18620 MUNCASTER RD","R042",6328.56,"ROCKVILLE","20855","MD",18,-77.12395418,39.16117918
"17346","12208 LEMAR CT","R042",6130.14,"SILVER SPRING","20904","MD",19,-76.94894374,39.05495161
"17347","12302 MIDDLE RD","R038",4510.48,"SILVER SPRING","20906","MD",1,-77.0880059,39.057167
"17348","9713 BRADDOCK RD","R038",4350.46,"SILVER SPRING","20903","MD",2,-76.98228196,39.0147504
